Panel,File_Identification,Schdule,Quarter,Visit,Sector,State_Ut_Code,District_Code,NSS_Region,Stratum,Sub_Stratum,Sub_Sample,Fod_Sub_Region,FSU,Sample_Sg_Sb_No,Second_Stage_Stratum_No,Sample_Household_Number,Month_of_Survey,Response_Code,Survey_Code,Reason_for_Substitution,Household_Size,Household_Type,Religion,Social_Group,Usual_Expenditure,Imputed_Homegrown_Consumption,Imputed_Wages_Consumption,Annual_Clothing_Expenditure,Annual_Durables_Expenditure,Monthly_Consumer_Expenditure,Informant_Serial_No,Survey_Date,Total_Time_Taken,NSS_Sector_Stratum_Substr_Subsam,NSC_Sector_Stratum_Substr,Subsample_Multiplier,Contrib_Sample_Count
P4,CFVH4,104,Q3,V1,1,10,15,101,01,10,1,1012,16056,1,2,01,2,4,1,,4,5,2,3,7000,0,500,10000,2000,8500,02,22022024, 120,1,2,489271,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,10,1,1012,16056,1,3,01,2,1,1,,7,5,1,3,6000,0,1500,10000,2000,8500,02,22022024, 120,1,2,1696139,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,10,1,1012,16056,2,2,02,2,1,1,,7,1,1,3,5000,3000,1000,15000,3000,10500,04,23022024, 120,1,2,2283264,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,10,1,1012,16056,2,3,01,2,1,1,,4,5,1,3,6000,0,1500,10500,1500,8500,02,23022024, 120,1,2,2283264,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,10,1,1012,16056,2,1,01,2,1,2,2,3,5,1,3,5000,0,900,10500,1500,6900,02,23022024, 120,1,2,16635208,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,10,1,1012,16056,1,2,02,2,1,2,3,7,1,1,3,4000,2500,500,11000,1500,8042,02,22022024, 120,1,2,489271,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,10,1,1012,16056,2,2,01,2,2,2,3,7,1,1,3,5000,3000,1000,15000,3000,10500,02,23022024, 120,1,2,2283264,4
P4,CFVH4,104,Q3,V1,1,10,16,101,01,11,2,1012,16603,2,1,01,3,1,1,,5,2,1,3,8000,1500,1500,14000,6000,12667,01,09032024,  80,1,2,15366278,4
P4,CFVH4,104,Q3,V1,1,10,16,101,01,11,2,1012,16603,2,2,01,3,1,1,,4,1,1,3,4000,1500,700,4000,1500,6658,02,09032024,  60,1,2,6585548,4
P4,CFVH4,104,Q3,V1,1,10,16,101,01,11,2,1012,16603,2,3,01,3,1,1,,5,5,1,2,5000,1100,900,8000,6500,8208,02,09032024,  70,1,2,10244185,4
P4,CFVH4,104,Q3,V1,1,10,16,101,01,11,2,1012,16603,1,1,01,3,1,1,,6,5,1,2,8000,1200,600,12000,15000,12050,06,07032024, 110,1,2,2134205,4
P4,CFVH4,104,Q3,V1,1,10,16,101,01,11,2,1012,16603,1,2,01,3,1,1,,4,1,1,2,6000,2000,300,6000,8500,9508,02,07032024,  80,1,2,823193,4
P4,CFVH4,104,Q3,V1,1,10,16,101,01,11,2,1012,16603,1,2,02,3,1,1,,4,5,1,2,6000,400,700,7000,1600,7817,02,07032024,  70,1,2,823193,4
P4,CFVH4,104,Q3,V1,1,10,16,101,01,11,2,1012,16603,1,3,01,3,1,1,,5,5,1,2,7000,1300,900,10000,5000,10450,02,07032024,  90,1,2,3109842,4
P4,CFVH4,104,Q3,V1,1,10,16,101,01,11,2,1012,16603,2,2,02,3,1,2,2,4,1,1,3,4000,1200,600,3000,1600,6183,02,09032024,  70,1,2,6585548,4
P4,CFVH4,104,Q3,V1,1,10,19,101,01,11,1,1011,10804,2,1,01,1,1,1,,5,1,2,3,8400,2400,950,13000,1500,12958,02,11012024,  60,1,2,8902761,4
P4,CFVH4,104,Q3,V1,1,10,19,101,01,11,1,1011,10804,2,2,01,1,1,1,,5,4,2,3,5400,0,800,9500,1800,7142,02,11012024,  60,1,2,8731554,4
P4,CFVH4,104,Q3,V1,1,10,19,101,01,11,1,1011,10804,2,2,02,1,1,1,,4,4,1,2,5800,0,950,11500,2500,7917,02,12012024,  60,1,2,8731554,4
P4,CFVH4,104,Q3,V1,1,10,19,101,01,11,1,1011,10804,2,3,01,1,1,1,,5,2,2,3,5600,0,800,9000,1500,7275,02,12012024,  50,1,2,23284144,4
P4,CFVH4,104,Q3,V1,1,10,19,101,01,11,1,1011,10804,1,1,01,1,1,1,,9,1,1,9,10500,3200,1250,18000,5500,16908,03,11012024,  95,1,2,3709484,4
P4,CFVH4,104,Q3,V1,1,10,19,101,01,11,1,1011,10804,1,2,01,1,1,1,,5,2,1,9,8400,0,850,10500,4500,10500,05,11012024,  60,1,2,741897,4
P4,CFVH4,104,Q3,V1,1,10,19,101,01,11,1,1011,10804,1,2,02,1,1,1,,6,1,1,9,9800,2450,800,12000,7500,14675,06,12012024,  60,1,2,741897,4
P4,CFVH4,104,Q3,V1,1,10,19,101,01,11,1,1011,10804,1,3,01,1,1,1,,4,1,1,3,6800,1800,900,10000,2800,10567,02,12012024,  55,1,2,1483793,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,12,1,1010,12408,2,1,01,3,1,1,,5,2,1,3,5000,0,400,6000,3000,6150,01,16032024,  70,1,2,23210318,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,12,1,1010,12408,2,2,01,3,1,1,,4,5,1,3,4500,0,200,3500,1800,5142,02,16032024,  70,1,2,4642064,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,12,1,1010,12408,2,2,02,3,1,1,,4,1,1,3,4500,1500,200,3500,2000,6658,02,16032024,  70,1,2,4642064,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,12,1,1010,12408,2,3,01,3,1,1,,2,4,1,3,4000,0,200,3000,2500,4658,02,16032024,  50,1,2,5968368,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,12,1,1010,12408,1,1,01,3,1,1,,6,1,1,3,5000,1600,200,4500,1500,7300,01,15032024,  75,1,2,3757861,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,12,1,1010,12408,1,2,01,3,1,1,,4,5,1,3,4500,0,300,3500,2100,5267,02,15032024,  60,1,2,663152,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,12,1,1010,12408,1,2,02,3,1,1,,4,2,1,3,5500,0,300,4000,1800,6283,02,15032024,  70,1,2,663152,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,12,1,1010,12408,1,3,01,3,1,1,,4,1,1,3,4000,1400,200,2500,1800,5958,02,15032024,  65,1,2,1049991,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,12,2,1010,10379,2,1,01,1,1,1,,5,2,1,3,7000,0,300,4000,2500,7842,02,18012024,  70,1,2,5528328,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,12,2,1010,10379,2,2,01,1,1,1,,3,2,1,2,4000,0,300,3000,2000,4717,02,18012024,  60,1,2,5853523,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,12,2,1010,10379,2,2,02,1,1,1,,7,2,1,3,4500,500,200,3000,1500,5575,02,18012024,  70,1,2,5853523,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,12,2,1010,10379,2,3,01,1,1,1,,4,2,1,3,4000,0,200,2000,1600,4500,02,18012024,  60,1,2,24714876,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,12,2,1010,10379,1,1,01,1,1,1,,6,1,1,3,5000,1500,300,4500,2500,7383,02,17012024,  75,1,2,1354982,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,12,2,1010,10379,1,2,01,1,1,1,,5,4,1,3,4500,500,200,2000,1800,5517,02,17012024,  70,1,2,623292,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,12,2,1010,10379,1,2,02,1,1,1,,3,1,1,3,4000,1200,300,2500,1500,5833,02,17012024,  65,1,2,623292,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,12,2,1010,10379,1,3,01,1,1,1,,5,2,1,3,5000,0,200,4000,3000,5783,02,17012024,  70,1,2,4173345,4
P4,CFVH4,104,Q3,V1,1,10,18,101,01,13,2,1010,15693,2,1,01,2,1,1,,6,2,1,3,6500,500,500,2500,9500,8500,06,22022024,  60,1,2,8733414,4
P4,CFVH4,104,Q3,V1,1,10,18,101,01,13,2,1010,15693,2,2,01,2,1,1,,2,2,1,3,8000,400,200,500,2000,8808,01,23022024,  40,1,2,4890712,4
P4,CFVH4,104,Q3,V1,1,10,18,101,01,13,2,1010,15693,2,2,02,2,1,1,,3,5,1,2,4000,300,200,1000,6500,5125,01,22022024,  60,1,2,4890712,4
P4,CFVH4,104,Q3,V1,1,10,18,101,01,13,2,1010,15693,2,3,01,2,1,1,,8,2,2,3,10000,800,500,2500,15000,12758,01,22022024,  90,1,2,18165501,4
P4,CFVH4,104,Q3,V1,1,10,18,101,01,13,2,1010,15693,1,1,01,2,1,1,,4,2,1,3,7000,500,400,3000,13999,9317,01,23022024,  70,1,2,2644977,4
P4,CFVH4,104,Q3,V1,1,10,18,101,01,13,2,1010,15693,1,2,01,2,1,1,,4,2,1,2,6000,300,400,2000,1500,6992,02,23022024,  70,1,2,524005,4
P4,CFVH4,104,Q3,V1,1,10,18,101,01,13,2,1010,15693,1,2,02,2,1,1,,5,2,1,9,9000,500,250,3000,12000,11000,01,23022024,  70,1,2,524005,4
P4,CFVH4,104,Q3,V1,1,10,18,101,01,13,2,1010,15693,1,3,01,2,1,1,,6,1,1,3,5000,3000,300,2000,3500,8758,01,23022024,  80,1,2,1796588,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,13,1,1011,10986,2,2,01,2,1,1,,8,2,1,3,8970,4700,250,11400,11700,15845,01,08022024, 105,1,2,4076733,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,13,1,1011,10986,2,2,02,2,1,1,,4,4,1,1,9500,1460,240,14800,11400,13383,01,08022024,  95,1,2,4076733,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,13,1,1011,10986,2,3,01,2,1,1,,8,2,1,2,10200,1380,170,15800,12700,14125,01,08022024, 105,1,2,24460396,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,13,1,1011,10986,1,1,01,2,1,1,,7,1,1,2,10200,1200,250,16580,11200,13965,02,07022024, 105,1,2,145598,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,13,1,1011,10986,1,2,01,2,1,1,,7,1,1,2,10800,1270,260,18800,7200,14497,01,07022024,  95,1,2,48533,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,13,1,1011,10986,1,2,02,2,1,1,,6,4,1,2,9500,1230,210,17400,12700,13448,01,07022024,  95,1,2,48533,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,13,1,1011,10986,1,3,01,2,1,1,,5,1,1,1,9800,1480,190,13700,12100,13620,01,07022024,  90,1,2,5387111,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,13,1,1011,10986,2,1,01,2,1,2,2,4,3,1,3,9250,3640,105,10700,12700,14945,01,08022024,  95,1,2,10531559,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,14,1,1011,16052,2,1,01,2,1,1,,3,1,1,2,6540,1230,320,15200,10800,10257,01,22022024,  80,1,2,3499030,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,14,1,1011,16052,2,2,01,2,1,1,,4,1,1,2,6580,1220,340,22400,13800,11157,01,22022024,  85,1,2,5566639,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,14,1,1011,16052,2,2,02,2,1,1,,5,1,1,2,6820,1120,320,23400,14200,11393,01,22022024,  90,1,2,5566639,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,14,1,1011,16052,2,3,01,2,1,1,,3,1,1,2,6670,1180,340,12800,10800,10157,01,22022024,  80,1,2,23220836,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,14,1,1011,16052,1,1,01,2,1,1,,5,1,1,3,6250,1350,500,25600,16800,11633,01,21022024,  90,1,2,1635910,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,14,1,1011,16052,1,2,01,2,1,1,,5,1,1,3,6850,1150,340,26500,15600,11848,01,21022024,  95,1,2,704350,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,14,1,1011,16052,1,2,02,2,1,1,,5,1,1,3,7860,1060,420,25400,16200,12807,01,21022024,  90,1,2,704350,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,14,1,1011,16052,1,3,01,2,1,1,,5,1,1,2,6740,1160,360,24600,15200,11577,01,21022024,  90,1,2,2272097,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,14,2,1010,11433,2,1,01,3,1,1,,6,5,1,2,10000,2500,400,10200,6000,14250,01,14032024, 110,1,2,12002630,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,14,2,1010,11433,2,2,01,3,1,1,,6,1,1,2,6000,2000,500,10000,3600,9633,01,14032024, 110,1,2,5092025,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,14,2,1010,11433,2,2,02,3,1,1,,2,1,1,2,4000,1500,300,2500,1200,6108,01,15032024,  80,1,2,5092025,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,14,2,1010,11433,2,3,01,3,1,1,,3,9,1,2,7000,100,100,4500,2400,7775,01,15032024,  90,1,2,14184926,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,14,2,1010,11433,1,1,01,3,1,1,,6,2,1,3,20000,0,200,18000,9000,22450,02,13032024, 110,1,2,2091367,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,14,2,1010,11433,1,2,01,3,1,1,,5,9,2,3,10000,150,400,9000,4000,11633,01,13032024, 110,1,2,477377,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,14,2,1010,11433,1,2,02,3,1,1,,7,2,1,2,9000,200,500,9000,3600,10750,03,13032024, 120,1,2,477377,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,14,2,1010,11433,1,3,01,3,1,1,,2,5,2,3,4000,0,300,3200,1500,4692,02,14032024,  60,1,2,1773116,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,15,2,1012,16627,1,2,01,3,1,1,,3,1,1,3,5000,2000,0,10000,2000,8000,03,13032024, 120,1,2,421857,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,15,2,1012,16627,1,2,02,3,1,1,,2,2,2,3,7000,0,0,8000,2000,7833,02,13032024, 110,1,2,421857,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,15,2,1012,16627,1,3,01,3,2,1,,7,5,1,3,6000,0,1500,10500,1500,8500,05,13032024, 120,1,2,1865054,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,15,2,1012,16627,2,2,01,3,1,1,,6,9,2,3,5000,0,1000,10500,1500,7000,01,14032024, 120,1,2,3419265,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,15,2,1012,16627,2,2,02,3,1,1,,2,9,2,3,5000,0,0,8000,2000,5833,01,14032024, 120,1,2,3419265,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,15,2,1012,16627,2,3,01,3,1,2,2,7,3,2,3,4000,0,1000,10500,1500,6000,05,14032024, 120,1,2,23624013,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,15,2,1012,16627,1,1,01,3,1,2,3,5,5,1,3,6000,1500,1500,10500,1500,10000,05,13032024, 120,1,2,1643023,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,15,2,1012,16627,2,1,01,3,1,2,3,7,2,2,3,10000,0,1000,16000,2000,12500,01,14032024, 120,1,2,5284319,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,15,1,1011,16663,2,1,01,2,1,1,,5,3,1,9,7650,0,0,12450,7540,9316,02,15022024,  90,1,2,20126025,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,15,1,1011,16663,2,2,01,2,1,1,,6,2,1,9,9540,0,0,16540,8560,11632,04,15022024,  80,1,2,3296504,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,15,1,1011,16663,2,2,02,2,1,1,,5,9,1,9,8460,0,0,12450,6450,10035,01,15022024,  80,1,2,3296504,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,15,1,1011,16663,2,3,01,2,1,1,,5,1,1,3,7650,1250,200,12450,3540,10433,05,15022024,  90,1,2,16309020,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,15,1,1011,16663,1,1,01,2,1,1,,6,2,2,3,8560,1280,0,12340,6560,11415,02,14022024,  90,1,2,347000,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,15,1,1011,16663,1,2,01,2,1,1,,6,5,2,3,9560,0,300,13540,6540,11533,02,14022024,  90,1,2,433751,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,15,1,1011,16663,1,2,02,2,1,1,,6,2,2,3,9450,0,0,15560,6540,11292,01,14022024,  80,1,2,433751,4
P4,CFVH4,104,Q3,V1,1,10,05,101,01,15,1,1011,16663,1,3,01,2,1,1,,3,5,2,3,5560,0,250,8540,4360,6885,02,14022024,  60,1,2,3513379,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,16,2,1010,10020,2,1,01,2,1,1,,5,5,1,2,7000,2000,1200,9000,16000,12283,01,25022024,  90,1,2,8063291,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,16,2,1010,10020,2,2,02,2,1,1,,1,3,1,3,1500,300,300,3000,1200,2450,01,25022024,  30,1,2,5959824,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,16,2,1010,10020,2,3,01,2,1,1,,4,5,1,3,6000,1100,1300,6000,1600,9033,02,25022024,  70,1,2,27345075,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,16,2,1010,10020,1,1,01,2,1,1,,4,5,1,2,6000,1000,1200,8000,16000,10200,01,24022024,  60,1,2,1090687,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,16,2,1010,10020,1,2,01,2,1,1,,3,5,1,2,6000,1200,900,7000,1400,8800,02,24022024,  50,1,2,545343,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,16,2,1010,10020,1,2,02,2,1,1,,4,1,1,2,6500,1500,900,6000,6500,9942,02,24022024,  80,1,2,545343,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,16,2,1010,10020,1,3,01,2,1,1,,6,5,1,2,6000,1000,900,6000,14000,9567,02,24022024,  80,1,2,2492998,4
P4,CFVH4,104,Q3,V1,1,10,17,101,01,16,2,1010,10020,2,2,01,2,1,2,2,4,3,1,3,6000,1200,900,9000,17000,10267,02,25022024,  90,1,2,5959824,4
P4,CFVH4,104,Q3,V1,1,10,06,101,01,16,1,1013,15387,2,1,01,2,1,1,,7,1,2,3,10000,1500,800,12000,4200,13650,01,09022024,  80,1,2,4855537,4
P4,CFVH4,104,Q3,V1,1,10,06,101,01,16,1,1013,15387,2,2,01,2,1,1,,5,2,2,3,7000,1000,1200,8000,2000,10033,02,09022024,  70,1,2,4335301,4
P4,CFVH4,104,Q3,V1,1,10,06,101,01,16,1,1013,15387,2,2,02,2,1,1,,7,1,2,3,6500,3500,850,10000,3000,11933,01,09022024,  75,1,2,4335301,4
P4,CFVH4,104,Q3,V1,1,10,06,101,01,16,1,1013,15387,2,3,01,2,1,1,,5,2,2,3,6000,2000,500,7000,2500,9292,02,09022024,  70,1,2,22543564,4
P4,CFVH4,104,Q3,V1,1,10,06,101,01,16,1,1013,15387,1,1,01,2,1,1,,7,1,1,3,5000,4000,850,10000,5500,11142,01,08022024,  70,1,2,1040472,4
P4,CFVH4,104,Q3,V1,1,10,06,101,01,16,1,1013,15387,1,2,01,2,1,1,,5,2,1,3,4500,3500,650,8000,2500,9525,02,08022024,  65,1,2,712916,4
P4,CFVH4,104,Q3,V1,1,10,06,101,01,16,1,1013,15387,1,2,02,2,1,1,,6,2,1,3,5000,3000,600,9000,3000,9600,01,08022024,  65,1,2,712916,4
P4,CFVH4,104,Q3,V1,1,10,06,101,01,16,1,1013,15387,1,3,01,2,1,1,,6,1,1,3,5500,4000,625,10000,3500,11250,01,08022024,  75,1,2,2158016,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,17,1,1010,11351,2,1,01,3,1,1,,5,5,1,2,4000,0,300,3200,1500,4692,02,20032024,  70,1,2,2552902,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,17,1,1010,11351,2,2,01,3,1,1,,5,1,1,3,5000,1400,0,3500,1600,6825,02,21032024,  70,1,2,3829352,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,17,1,1010,11351,2,2,02,3,1,1,,5,4,1,2,4500,0,0,4000,1500,4958,02,21032024,  70,1,2,3829352,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,17,1,1010,11351,2,3,01,3,1,1,,6,5,1,2,4000,0,0,2500,1500,4333,02,21032024,  75,1,2,26258416,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,17,1,1010,11351,1,1,01,3,1,1,,7,1,1,3,5000,1500,200,3500,2100,7167,02,20032024,  70,1,2,364700,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,17,1,1010,11351,1,2,01,3,1,1,,2,1,1,3,3500,1000,200,3000,1500,5075,02,20032024,  50,1,2,273525,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,17,1,1010,11351,1,2,02,3,1,1,,5,2,1,3,5000,0,200,4000,1800,5683,02,20032024,  70,1,2,273525,4
P4,CFVH4,104,Q3,V1,1,10,04,101,01,17,1,1010,11351,1,3,01,3,1,1,,10,2,1,3,7000,0,300,50000,3000,11717,10,21032024,  80,1,2,3428182,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,17,2,1012,12206,2,1,01,1,1,1,,3,3,1,3,5000,0,0,9000,3000,6000,02,19012024, 120,1,2,11096015,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,17,2,1012,12206,2,2,01,1,1,1,,2,1,1,3,3000,2000,250,7000,2000,6000,02,19012024, 120,1,2,6979751,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,17,2,1012,12206,2,2,02,1,1,1,,5,1,2,3,5000,3000,500,14000,3000,9917,02,19012024, 120,1,2,6979751,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,17,2,1012,12206,2,3,01,1,1,1,,4,5,2,3,4000,3000,500,13000,1500,8708,02,19012024, 120,1,2,18254734,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,17,2,1012,12206,1,1,01,1,1,1,,2,1,1,3,4000,3000,500,6000,2500,8208,01,18012024, 120,1,2,1503331,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,17,2,1012,12206,1,2,01,1,1,1,,4,1,2,3,6000,3000,0,12000,2500,10208,03,18012024, 120,1,2,554801,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,17,2,1012,12206,1,2,02,1,1,1,,5,5,2,3,6000,0,500,14000,2000,7833,05,18012024, 120,1,2,554801,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,17,2,1012,12206,1,3,01,1,1,1,,4,5,2,3,4500,0,500,8000,2000,5833,04,18012024, 120,1,2,2004441,4
P4,CFVH4,104,Q3,V1,1,10,07,101,01,18,1,1013,14597,2,1,01,3,1,1,,6,2,1,2,7500,2500,950,10500,2500,12033,01,08032024,  90,1,2,15181293,4
P4,CFVH4,104,Q3,V1,1,10,07,101,01,18,1,1013,14597,2,2,01,3,1,1,,1,3,1,9,6500,0,0,8500,1500,7333,01,08032024,  45,1,2,4413167,4
P4,CFVH4,104,Q3,V1,1,10,07,101,01,18,1,1013,14597,2,2,02,3,1,1,,7,2,2,3,9500,0,2300,10500,2200,12858,01,08032024,  90,1,2,4413167,4
P4,CFVH4,104,Q3,V1,1,10,07,101,01,18,1,1013,14597,2,3,01,3,1,1,,5,2,2,3,8500,0,2100,9500,2500,11600,01,08032024,  60,1,2,16593506,4
P4,CFVH4,104,Q3,V1,1,10,07,101,01,18,1,1013,14597,1,1,01,3,1,1,,22,2,2,3,13500,7500,2500,45000,4500,27625,03,07032024, 120,1,2,70611,4
P4,CFVH4,104,Q3,V1,1,10,07,101,01,18,1,1013,14597,1,2,01,3,1,1,,2,2,2,3,5500,0,450,6500,1500,6617,01,07032024,  60,1,2,441317,4
P4,CFVH4,104,Q3,V1,1,10,07,101,01,18,1,1013,14597,1,2,02,3,1,1,,1,3,1,3,4500,850,950,5500,1200,6858,01,07032024,  45,1,2,441317,4
P4,CFVH4,104,Q3,V1,1,10,07,101,01,18,1,1013,14597,1,3,01,3,1,1,,8,2,2,3,7500,1800,1800,7500,1500,11850,01,07032024, 120,1,2,3283396,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,18,2,1012,15147,2,1,01,1,1,1,,4,1,1,3,5000,2000,700,4000,2000,8200,01,18012024, 110,1,2,7120790,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,18,2,1012,15147,2,2,01,1,1,1,,4,1,1,3,5000,1500,900,7000,15000,9233,01,19012024, 100,1,2,4408108,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,18,2,1012,15147,2,2,02,1,1,1,,2,9,1,3,2500,500,400,2500,1500,3733,01,19012024,  40,1,2,4408108,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,18,2,1012,15147,1,1,01,1,1,1,,8,2,1,3,9000,1200,1200,12000,2700,12625,01,17012024, 110,1,2,915530,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,18,2,1012,15147,1,2,01,1,1,1,,6,1,1,3,5000,2200,600,12000,17000,10217,04,18012024, 100,1,2,559491,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,18,2,1012,15147,1,2,02,1,1,1,,3,1,1,3,3000,1000,300,4000,1500,4758,01,18012024,  70,1,2,559491,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,18,2,1012,15147,1,3,01,1,1,1,,2,9,1,3,2500,0,500,3000,1300,3358,01,18012024,  45,1,2,2170145,4
P4,CFVH4,104,Q3,V1,1,10,15,101,01,18,2,1012,15147,2,3,01,1,1,2,2,7,1,1,3,7000,2500,1000,8000,1500,11292,01,19012024, 120,1,2,21362369,4
P4,CFVH4,104,Q3,V1,1,10,21,101,01,19,1,1013,10755,2,1,01,3,1,1,,4,1,1,3,12000,3000,800,12000,3000,17050,03,23032024,  95,1,2,7519088,4
P4,CFVH4,104,Q3,V1,1,10,21,101,01,19,1,1013,10755,2,2,01,3,1,1,,4,2,1,3,6000,550,350,11000,5500,8275,02,23032024,  70,1,2,3923002,4
P4,CFVH4,104,Q3,V1,1,10,21,101,01,19,1,1013,10755,2,2,02,3,1,1,,5,5,1,3,6500,450,600,12000,3000,8800,02,26032024,  95,1,2,3923002,4
P4,CFVH4,104,Q3,V1,1,10,21,101,01,19,1,1013,10755,2,3,01,3,1,1,,2,2,1,3,3000,0,300,7000,10000,4717,02,26032024,  80,1,2,32364769,4
P4,CFVH4,104,Q3,V1,1,10,21,101,01,19,1,1013,10755,1,1,01,3,1,1,,7,1,1,3,5500,900,1200,5000,8000,8683,02,22032024,  85,1,2,882676,4
P4,CFVH4,104,Q3,V1,1,10,21,101,01,19,1,1013,10755,1,2,01,3,1,1,,5,2,1,3,4000,300,900,18000,6000,7200,03,22032024,  85,1,2,441338,4
P4,CFVH4,104,Q3,V1,1,10,21,101,01,19,1,1013,10755,1,2,02,3,1,1,,2,3,1,3,3000,200,350,3000,0,3800,02,22032024,  90,1,2,441338,4
P4,CFVH4,104,Q3,V1,1,10,21,101,01,19,1,1013,10755,1,3,01,3,1,1,,4,5,1,3,6000,450,300,8000,0,7417,02,23032024,  75,1,2,2746102,4
P4,CFVH4,104,Q3,V1,1,10,02,101,01,19,2,1012,16910,2,1,01,3,1,1,,5,1,1,9,5000,1500,1000,15000,3000,9000,01,21032024, 120,1,2,5089914,4
